시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
동해웰빙레포츠타운,강원특별자치도,동해시,42100,강원특별자치도 동해시 덕골길 10,강원특별자치도 동해시 천곡동 363-1,37.5160465,129.1021986,건물 내부(현관중앙),09:00,22:00,09:00,22:00,09:00,18:00,1,N,Y,강원특별자치도 동해시,033-530-2147,2026-01-30,4211000,강원특별자치도 동해시
동해시장애요양원,강원특별자치도,동해시,42100,강원특별자치도 동해시 덕골길 76-39,강원특별자치도 동해시 천곡동 585-1,37.51830305,129.0970791,정문 입구 오른편,00:00,23:59,00:00,23:59,00:00,23:59,1,N,N,강원특별자치도 동해시,033-530-2147,2026-01-30,4211000,강원특별자치도 동해시
북평동행정복지센터,강원특별자치도,동해시,42100,강원특별자치도 동해시 대동로 137,강원특별자치도 동해시 북평동 127-1,37.48374976,129.1250999,건물 내부(오른쪽 벽면),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원특별자치도 동해시,033-530-2147,2026-01-30,4211000,강원특별자치도 동해시
발한동행정복지센터,강원특별자치도,동해시,42100,강원특별자치도 동해시 발한로 211,강원특별자치도 동해시 발한동 239-1,37.54850783,129.107647,정문입구 왼쪽 벽면,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,강원특별자치도 동해시,033-530-2147,2026-01-30,4211000,강원특별자치도 동해시
동해시청,강원특별자치도,동해시,42100,강원특별자치도 동해시 천곡로 77,강원특별자치도 동해시 천곡동 806,37.524739,129.114302,복지과 정문입구 오른편,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,강원특별자치도 동해시,033-530-2147,2026-01-30,4211000,강원특별자치도 동해시
경강선 이천역,경기도,이천시,40700,경기도 이천시 이섭대천로 1063(중리동),경기도 이천시 율현동 435,37.264576,127.4423605,이천역내,05:00,23:20,05:00,23:20,05:00,23:20,2,N,Y,이천시장애인보장구수리센터,031-633-8850,2026-02-23,4070000,경기도 이천시
설봉공원 안내소,경기도,이천시,40700,경기도 이천시 경충대로2709번길104,경기도 이천시 관고동 351-2,37.27831971,127.4282798,종합관광안내소 내부,10:00,17:00,09:00,18:00,09:00,18:00,2,Y,Y,이천시장애인연합회,031-635-1119,2026-02-23,4070000,경기도 이천시
이천시장애인복지관(남부센터),경기도,이천시,40700,경기도 이천시 장호원읍 장감로 28,경기도 이천시 장호원읍 진암리 34-11,37.11593038,127.6259118,1층 현관 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,이천시장애인복지관(남부),031-8011-2018,2026-02-23,4070000,경기도 이천시
창전동행정복지센터,경기도,이천시,40700,"경기도 이천시 영창로 165, 1층",경기도 이천시 창전동 152-22,37.2819123,127.4410595,1층 현관 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,이천시장애인보장구수리센터,031-633-8850,2026-02-23,4070000,경기도 이천시
이천시노인종합복지관,경기도,이천시,40700,경기도 이천시 남천로 31,경기도 이천시 중리동 187,37.27826125,127.4410593,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,이천시노인종합복지관,031-636-0190,2026-02-23,4070000,경기도 이천시
이천시이삭장애인자립생활센터,경기도,이천시,40700,"경기도 이천시 중리천로 136, 4층",경기도 이천시 중리동 467-6,37.27501969,127.4491348,4층 사무실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,이천시이삭장애인자립생활센터,031-694-9050,2026-02-23,4070000,경기도 이천시
이천시장애인종합복지관,경기도,이천시,40700,경기도 이천시 신둔면 석동로 3,경기도 이천시 신둔면 지석리 640,37.3184913725,127.4237445864,1층 현관 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,이천시장애인복지관,031-637-6720,2026-02-23,4070000,경기도 이천시
이천시장애인자립생활센터,경기도,이천시,40700,"경기도 이천시 설봉로 7, 학산빌딩 4층(관고동)","경기도 이천시 관고동 504-6, 학산빌딩 4층",37.27730623,127.4368113,4층 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,이천시장애인자립생활센터,031-631-7874,2026-02-23,4070000,경기도 이천시
(사)한국지체장애인협회 이천시지회,경기도,이천시,40700,"경기도 이천시 서희로 11, B동 2층(중리동)","경기도 이천시 중리동 449, B동 2층",37.27651279,127.4407936,2층 사무실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,이천시장애인보장구수리센터,031-633-8850,2026-02-23,4070000,경기도 이천시
경기도 이천시청,경기도,이천시,40700,경기도 이천시 부악로 40 (중리동),경기도 이천시 중리동 490,37.27212255,127.4350368,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,이천시장애인보장구수리센터,031-633-8850,2026-02-23,4070000,경기도 이천시
경강선 부발역,경기도,이천시,40700,경기도 이천시 부발읍 신아로 87,경기도 이천시 부발읍 아미리 505-7,37.2598547047,127.490352,부발역내,05:00,23:20,05:00,23:20,05:00,23:20,2,Y,Y,이천시장애인보장구수리센터,031-633-8850,2026-02-23,4070000,경기도 이천시
과천역,경기도,과천시,41290,경기도 과천시 별양로 177,경기도 과천시 별양동 2,37.433453,126.997457,4번 출구방향 북쪽 고객지원실 앞,05:00,23:59,05:00,23:59,05:00,23:59,1,N,Y,과천역,02-3679-8831,2026-03-19,3970000,경기도 과천시
정부과천청사역,경기도,과천시,41290,경기도 과천시 중앙로 100,경기도 과천시 별양동 1,37.425992,126.990187,1번 출구방향,00:00,23:59,00:00,23:59,00:00,23:59,1,N,N,정부과천청사역,02-502-7067,2026-03-19,3970000,경기도 과천시
과천시장애인복지관,경기도,과천시,41290,경기도 과천시 문원로 40,경기도 과천시 문원동 31-3,37.428857,127.002012,1층 출입구,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,과천시 장애인복지관,02-2185-8000,2026-03-19,3970000,경기도 과천시
과천시장애인복지관,경기도,과천시,41290,경기도 과천시 문원로 40,경기도 과천시 문원동 31-3,37.428857,127.002012,지하1층 출입구 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,과천시 장애인복지관,02-2185-8000,2026-03-19,3970000,경기도 과천시
과천시장애인복지관,경기도,과천시,41290,경기도 과천시 문원로 40,경기도 과천시 문원동 31-3,37.428857,127.002012,지하1층 보조공학실 앞 복도,09:00,20:00,00:00,00:00,00:00,00:00,2,Y,Y,과천시 장애인복지관,02-2185-8000,2026-03-19,3970000,경기도 과천시
과천시 과천동마을회관,경기도,과천시,41290,경기도 과천시 과천대로 608-7,경기도 과천시 과천동 538-9,37.448083,126.995217,출입구 우측 벽,00:00,23:59,00:00,23:59,00:00,23:59,1,N,N,과천동주민센터,02-2150-3500,2026-03-19,3970000,경기도 과천시
과천시 노인복지관,경기도,과천시,41290,경기도 과천시 문원로 57,경기도 과천시 문원동 15-168,37.428064,127.004203,출입구 좌측 벽,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,과천시 노인복지관,02-502-8500,2026-03-19,3970000,경기도 과천시
과천도시공사,경기도,과천시,41290,경기도 과천시 통영로 5,경기도 과천시 중앙동 6-2,37.4281909,126.989155,1층 정문 로비,05:30,22:30,05:30,20:00,06:00,21:00,2,N,Y,과천도시공사,02-504-7300,2026-03-19,3970000,경기도 과천시
과천시 관문체육공원,경기도,과천시,41290,경기도 과천시 중앙로 294,경기도 과천시 관문동 3,37.441364,126.9963002,자전거 거치대 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,과천도시공사,02-504-7300,2026-03-19,3970000,경기도 과천시
과천시 정보과학도서관,경기도,과천시,41290,경기도 과천시 중앙로 24,경기도 과천시 갈현동 677,37.418746,126.989716,1층 전화박스 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,과천시 정보과학도서관,02-2150-3008,2026-03-19,3970000,경기도 과천시
과천시청,경기도,과천시,41290,경기도 과천시 관문로 69,경기도 과천시 중앙동 1-3,37.430224,126.986794,민원실 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경기도 과천시청,02-502-5001,2026-03-19,3970000,경기도 과천시
과천시 중앙공원,경기도,과천시,41290,경기도 과천시 도서관길 36,경기도 과천시 별양동 2,37.432341,126.996606,도립도서관 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,경기도 과천시청,02-502-5001,2026-03-19,3970000,경기도 과천시
과천시 중앙공원,경기도,과천시,41290,경기도 과천시 도서관길 36,경기도 과천시 별양동 2,37.432341,126.996606,분수대 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,경기도 과천시청,02-502-5001,2026-03-19,3970000,경기도 과천시
과천시 노인복지관 갈현분관,경기도,과천시,41290,경기도 과천시 과천대로1길 11,경기도 과천시 갈현동 599,37.4070385275,126.9777192498,노인복지관 입구 우측 벽,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,과천시 노인복지관,02-3679-0210,2026-03-19,3970000,경기도 과천시
울산북구장애인복지관,울산광역시,북구,31200,울산광역시 북구 호계로 29-5,울산광역시 북구 창평동 764-4,35.608331247,129.353841000,1층 안내데스크 뒤,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산북구장애인복지관,052-298-0420,2026-01-23,3720000,울산광역시 북구
울산북구노인복지관,울산광역시,북구,31200,울산광역시 북구 새장터2길 11,울산광역시 북구 염포동 139-1,35.535865235,129.389905500,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산북구노인복지관,052-296-3901,2026-01-23,3720000,울산광역시 북구
북구 보건소,울산광역시,북구,31200,울산광역시 북구 산업로 1018,울산광역시 북구 연암동 1082,35.583571000,129.360710555,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,북구 보건소,052-241-8114,2026-01-23,3720000,울산광역시 북구
천곡문화센터,울산광역시,북구,31200,울산광역시 북구 천곡남로 121,울산광역시 북구 천곡동 266-2,35.638869785,129.332112200,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
명촌문화센터,울산광역시,북구,31200,울산광역시 북구 명촌12길 11,울산광역시 북구 명촌동 864-2,35.555140703,129.355352500,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
염포동 행정복지센터,울산광역시,북구,31200,울산광역시 북구 염포로 707,울산광역시 북구 염포동 362-1,35.530706426,129.394346700,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
양정동 행정복지센터,울산광역시,북구,31200,울산광역시 북구 오치골3길 16-1,울산광역시 북구 양정동 488-3,35.548663118,129.385332700,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
송정동 행정복지센터,울산광역시,북구,31200,울산광역시 북구 송내14길 41,울산광역시 북구 화봉동 1469,35.592312195,129.365196000,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
강동동 행정복지센터,울산광역시,북구,31200,울산광역시 북구 무룡로 1096,울산광역시 북구 정자동 280-6,35.612827649,129.445642700,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
농소2동 행정복지센터,울산광역시,북구,31200,울산광역시 북구 찬샘1길 24,울산광역시 북구 신천동 203-2,35.638290224,129.348312000,민원인 대기석 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
농소1동 행정복지센터,울산광역시,북구,31200,울산광역시 북구 호계2길 10,울산광역시 북구 호계동 874-1,35.622796165,129.356069100,정문입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,울산광역시 북구청,052-241-7694,2026-01-23,3720000,울산광역시 북구
귀일민들레집,광주광역시,남구,36100,광주광역시 남구 용대로 87,광주광역시 남구 봉선동 132-20,35.124158,126.917796,복지관입구(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
빛고을전남대학교병원,광주광역시,남구,36100,광주광역시 남구 덕남길 80,광주광역시 남구 덕남동 113,35.094115,126.896214,통합진료센터 입구 앞(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
남구 청소년도서관,광주광역시,남구,36100,광주광역시 남구 제석로 100,광주광역시 남구 봉선동 510-1,35.123371,126.907742,로비 입구(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
대촌동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 포충로 591,광주광역시 남구 지석동 213,35.081213,126.833743,1층 민원실 정문통로,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
주월2동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 군분로13번길 12,광주광역시 남구 주월동 974-174,35.134689,126.894240,1층 왼쪽 보조문 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
주월1동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 회서로21번가길 13,광주광역시 남구 주월동 493-13,35.131932,126.893330,민원실(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
빛고을노인건강타운,광주광역시,남구,36100,광주광역시 남구 덕남길 7,광주광역시 남구 노대동 592,35.099420,126.895915,"복지관 지하1층, 후문출입구",09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
월산동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 덕림2길 3,광주광역시 남구 월산동 31-2,35.147609,126.902612,민원실(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
방림1동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 오방로 101-2,광주광역시 남구 방림동 338,35.134351,126.918264,작은도서관 옆(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
양림동행정복지센터,광주광역시,남구,36100,광주광역시 남구 백서로 94,광주광역시 남구 양림동 201-46,35.140506,126.916423,민원실(2층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
진월동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 화산로 15,광주광역시 남구 진월동 500-1,35.112273,126.898436,민원실(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
봉선1동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 봉선로51번길 21,광주광역시 남구 봉선동 1146-7,35.129296,126.906692,민원실(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
남구시각장애인복지관,광주광역시,남구,36100,광주광역시 남구 천변좌로382번길 6,광주광역시 남구 사동 19-4,35.144618,126.912575,출입구 정문앞(1층),09:00,18:00,09:00,21:00,08:00,21:00,2,Y,N,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
열린케어장애인자립생활센터,광주광역시,남구,36100,광주광역시 남구 봉선중앙로67번길 9,광주광역시 남구 봉선동 455-1,35.126843,126.910283,사무실 내(1층),09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
남구장애인협회,광주광역시,남구,36100,광주광역시 남구 사직길 28-8,광주광역시 남구 사동 177-10,35.142968,126.912340,1층 정문 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,광주광역시 남구 장애인협회,062-672-0770,2026-02-06,3610000,광주광역시 남구
남구장애인복지관,광주광역시,남구,36100,광주광역시 남구 월산로 33,광주광역시 남구 월산동 150-3,35.141220,126.899928,복지관 1층 정문 현관 내,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
남구청 민원실,광주광역시,남구,36100,광주광역시 남구 봉선로 1,광주광역시 남구 봉선동 1096-1,35.132808,126.902464,종합민원실 출입구(1층),09:00,18:00,09:00,21:00,09:00,21:00,1,Y,N,광주광역시 남구청,062-607-3212,2026-02-06,3610000,광주광역시 남구
남구반다비체육센터,광주광역시,남구,36100,광주광역시 남구 대남대로 308번안길 20,광주광역시 남구 월산동 100,35.138808,126.898959,1층 안내데스크옆,06:00,21:00,06:00,21:00,00:00,00:00,2,N,Y,광주광역시 남구청,062-607-3433,2026-02-06,3610000,광주광역시 남구
수성못,대구광역시,수성구,27260,대구광역시 수성구 용학로 75,,35.82643619,128.6181958,남쪽 공중화장실 옆,00:00,23:59,00:00,23:59,00:00,23:59,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
화랑공원,대구광역시,수성구,27260,대구광역시 수성구 만촌로 151,,35.87213316,128.6390613,주민쉼터 앞,00:00,23:59,00:00,23:59,00:00,23:59,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
대구박물관,대구광역시,수성구,27260,대구광역시 수성구 청호로 321,,35.84557453,128.6383419,1층 입구(휠체어 리프트 옆),09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
황금종합사회복지관,대구광역시,수성구,27260,대구광역시 수성구 청수로 45길 41,,35.84290263,128.6311645,1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
한사랑의 집,대구광역시,수성구,27260,대구광역시 수성구 범안로 79,,35.81946604,128.6459761,1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,3,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
론볼경기장,대구광역시,수성구,27260,대구광역시 수성구 유니버시아드로42길 127,,35.82508054,128.6845994,경기장 내,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
장애인국민체육센터,대구광역시,수성구,27260,대구광역시 수성구 유니버시아드로42길 125,,35.82524901,128.6849945,2층 체육관 내,09:00,22:00,09:00,18:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
장애인국민체육센터,대구광역시,수성구,27260,대구광역시 수성구 유니버시아드로42길 125,,35.82524901,128.6849945,1층 휴게공간 내,09:00,22:00,09:00,18:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성4가 행정복지센터,대구광역시,수성구,27260,대구광역시 수성구 들안로 67길 64,,35.86264906,128.6166465,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
고산3동행정복지센터,대구광역시,수성구,27260,대구광역시 수성구 고산로 152,,35.84413538,128.7065767,1층 민원실 내,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
지산2동행정복지센터,대구광역시,수성구,27260,대구광역시 수성구 용학로33길 9,,35.82312789,128.6280185,1층 민원실 내,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구도시공사,053-350-0350,2026-01-19,3460000,대구광역시 수성구
상동행정복지센터,대구광역시,수성구,27260,대구광역시 수성구 들안로9길 56,,35.8321267,128.6154611,1층 출입구 앞,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성2.3가동 행정복지센터,대구광역시,수성구,27260,대구광역시 수성구 명덕로 443-2,,35.85476721,128.619009,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
만촌1동행정복지센터,대구광역시,수성구,27260,대구광역시 수성구 국채보상로 1001,,35.86627483,128.6400541,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
범어3동행정복지센터,대구광역시,수성구,27260,대구광역시 수성구 상록로 42,,35.8632648,128.6242151,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
대구동신교회,대구광역시,수성구,27260,대구광역시 수성구 교학로4길 39,,35.85478889,128.6507608,지하 1층,08:00,17:00,08:00,17:00,08:00,17:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
인제요양원,대구광역시,수성구,27260,대구광역시 수성구 신천동로84길 21,대구광역시 수성구 수성동4가 1224-26,35.86231711,128.6110639,시설동 1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
애망요양원,대구광역시,수성구,27260,대구광역시 수성구 파동로51길 56,,35.82361948,128.6082896,남편 출입문,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
청곡종합사회복지관,대구광역시,수성구,27260,대구광역시 수성구 노변공원로 49-1,,35.83759349,128.6984653,지하1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성국민체육센터,대구광역시,수성구,27260,대구광역시 수성구 동대구로50길 121-10,,35.84831168,128.6304246,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
대구장애인종합복지관,대구광역시,수성구,27260,대구광역시 수성구 파동로 51길 26-17,,35.82604674,128.6067653,체육관 1층 야외,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
범물노인복지관,대구광역시,수성구,27260,대구광역시 수성구 범안로 99,,35.81916433,128.6485343,지하1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
고산건강생활지원센터,대구광역시,수성구,27260,대구광역시 수성구 욱수천로 99,,35.83698958,128.7128214,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
대구미술관,대구광역시,수성구,27260,대구광역시 수성구 미술관로 40(삼덕동),,35.82702838,128.674339,1층 로비(매표소 옆),09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성구립고산도서관,대구광역시,수성구,27260,대구광역시 수성구 달구벌대로650길 6(신매동),,35.83790388,128.7106321,1층 로비,09:00,18:00,09:00,17:00,00:00,00:00,1,N,N,대구광역시청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성구립용학도서관,대구광역시,수성구,27260,대구광역시 수성구 지범로 41길 36(범물동),,35.82120746,128.6461305,1층 로비,09:00,18:00,09:00,17:00,00:00,00:00,1,N,N,대구광역시청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성구립 범어도서관,대구광역시,수성구,27260,대구광역시 수성구 달구벌대로 2451(범어동),,35.85937425,128.6306778,지하 1층,09:00,18:00,09:00,17:00,00:00,00:00,1,N,N,대구광역시청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
범물종합사회복지관,대구광역시,수성구,27260,대구광역시 수성구 범안로 79,,35.81946498,128.6459751,좌측 외부,09:00,18:00,00:00,00:00,00:00,00:00,3,N,N,대구도시공사,053-350-0350,2026-01-19,3460000,대구광역시 수성구
지체장애인협회 수성구지회,대구광역시,수성구,27260,대구광역시 수성구 무열로 85,,35.86597716,128.6492039,1층 출입문,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성못,대구광역시,수성구,27260,대구광역시 수성구 무학로 78(두산동),,35.82913802,128.6174262,수성못(상화동산) 입구,00:00,23:59,00:00,23:59,00:00,23:59,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성구보건소,대구광역시,수성구,27260,대구광역시 수성구 수성로 213,,35.84495927,128.6119385,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
수성구청,대구광역시,수성구,27260,대구광역시 수성구 달구벌대로 2450,,35.85820008,128.6306298,1층 민원실,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
신매공원,대구광역시,수성구,27260,대구광역시 수성구 달구벌대로650길 67,,35.83290782,128.7090816,공중화장실 옆,00:00,23:59,00:00,23:59,00:00,23:59,1,N,N,대구광역시 수성구청,053-666-2506,2026-01-19,3460000,대구광역시 수성구
거제역,부산광역시,연제구,26470,부산광역시 연제구 법원남로9번길 17(거제동),부산광역시 연제구 거제동 419-2,35.18951105,129.0742898,2번+4번 출구,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,Y,부산광역시 연제구청,051-665-4334,2026-03-19,3370000,부산광역시 연제구
연산1동행정복지센터,부산광역시,연제구,26470,부산광역시 연제구 쌍미천로52번길 2(연산동),부산광역시 연제구 연산동 2149-2,35.1774563,129.089660,1층주출입문내부,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,부산광역시 연제구 연산1동행정복지센터,051-665-4334,2026-03-19,3370000,부산광역시 연제구
연산6동행정복지센터,부산광역시,연제구,26470,부산광역시 연제구 쌍미천로52번길 2(연산동),부산광역시 연제구 연산동 2149-2,35.17741821,129.0896601,1층주출입문내부,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,부산광역시 연제구 연산6동행정복지센터,051-665-5901,2026-03-19,3370000,부산광역시 연제구
부산의료원,부산광역시,연제구,26470,부산광역시 연제구 월드컵대로 359(거제동),부산광역시 연제구 거제동 1518,35.18741703,129.0600491,지하1층중앙로비ATM기옆,08:30,17:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 연제구청,051-665-4334,2026-03-19,3370000,부산광역시 연제구
종합운동장역,부산광역시,연제구,26470,부산광역시 연제구 아시아드대로 73,부산광역시 연제구 거제동 1191-2,35.19127438,129.0675716,"대합실1,3번출구근처",06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 연제구청,051-665-4334,2026-03-19,3370000,부산광역시 연제구
